Num;Referencia;Requisito;Documento;NFR
546;OTR-546;If no results are found on a search it will display a message “No results were found for this search.”;2009 - video search.pdf;Funcional
547;OTR-547;Results will be arranged in length/date/alphabetical order by clicking on the column headers.;2009 - video search.pdf;Funcional
548;OTR-548;There will be page button for the user to navigate the results.;2009 - video search.pdf;Funcional
549;OTR-549;The user Interface will consist of one main screen, allowing all the functionally to come from this one screen.;2009 - video search.pdf;Funcional
550;OTR-550;The software will use hyperlinks to allow the user to open websites in their default web browser.;2009 - video search.pdf;Funcional
551;OTR-551;Communication standards that will be used through the software will be PHP or other such languages. These will be used to query the different servers that the websites use and will give us back;2009 - video search.pdf;No funcional
552;OTR-552;Query times will take no longer than 5 seconds to any website.;2009 - video search.pdf;No funcional
553;OTR-553;Sending the hyperlink to the default browser will take less than 1 second.;2009 - video search.pdf;No funcional
554;OTR-554;Loading the program will take less than 10 seconds;2009 - video search.pdf;No funcional
555;OTR-555;Any torrent result with 0 seeds will not be displayed.;2009 - video search.pdf;No funcional
556;OTR-556;Sorting results should take less than 0.1 seconds.;2009 - video search.pdf;No funcional
557;OTR-557;A results page will display 100 results.;2009 - video search.pdf;No funcional
558;OTR-558;Any torrent result with a rating of less than 1 will not be displayed;2009 - video search.pdf;No funcional
559;OTR-559;Our development team must thoroughly investigate each website within our database each month, to ensure that no illegal or harmful content is exposed to our users.;2009 - video search.pdf;No funcional
560;OTR-560;"Establish a database in support of CEAP that will house the collective data assembled or generated during research activities. The database will support a variety of data types and formats, including but not limited to: spatial data - vector, raster, imagery, and tabular; tabular data – static and time-series; spreadsheets; documents; reports; photographs; and URL links";2006 - stewards.pdf;Funcional
561;OTR-561;View entire universe of watersheds from top-level screen for selection;2006 - stewards.pdf;Funcional
562;OTR-562;View watershed descriptive data;2006 - stewards.pdf;Funcional
563;OTR-563;Browse, query, and download individual sampling station data and metadata;2006 - stewards.pdf;Funcional
564;OTR-564;Visualize time-series data;2006 - stewards.pdf;Funcional
565;OTR-565;Generate tabular reports of selected data;2006 - stewards.pdf;Funcional
566;OTR-566;Visualize, query, and download spatial data;2006 - stewards.pdf;Funcional
567;OTR-567;Browse, visualize, and download agricultural modeling data and results;2006 - stewards.pdf;Funcional
568;OTR-568;Maintain metadata database;2006 - stewards.pdf;Funcional
569;OTR-569;Browse and query watershed metadata by theme or location;2006 - stewards.pdf;Funcional
570;OTR-570;Adopt a metadata standard that is compliant with Federal regulations. The current Federal standards for spatial data are the Content Standard for Digital Geospatial Metadata (version 2.0), FGDC-STD-001-1998. There are some indications that the Federal government may implement the ISO 19115 geographic information/metadata standard in the future. If this occurs, the CEAP database team will evaluate conversion of metadata.;2006 - stewards.pdf;Funcional
571;OTR-571;Implement a metadata input tool that supports creating and editing of metadata in the chosen format. The metadata tool will allow for local and web-based input and editing. A likely scenario involves a web-based wizard which allows users to specify particulars of a data set, and then save those answers and relate them to a particular project, so that these selections can be re-used in future uploading operations.;2006 - stewards.pdf;Funcional
572;OTR-572;Implement a database of STEWARDS metadata elements. The database will provide browse and query functionality.;2006 - stewards.pdf;Funcional
573;OTR-573;Implement a web-based browse-and-query tool for searching STEWARDS metadata. Queries by location, theme, and keyword will be supported. A likely scenario involves a web-based wizard which allows users to specify particular querying parameters and then save them for reference later such that time-based comparisons are facilitated with minimal user training.;2006 - stewards.pdf;Funcional
574;OTR-574;The system needs to be able to store hundreds of megabytes of data on demand;2006 - stewards.pdf;No funcional
575;OTR-575;All User and Application data as well as software installation and configuration files must be fully backed up week-nightly. Further, secure, off-site storage will be performed on a weekly basis with 24-hour retrieval times.;2006 - stewards.pdf;No funcional
576;OTR-576;Load Balancing - Application Servers and Database servers must be load balanced at the application level to ensure maximum stability and availability.;2006 - stewards.pdf;No funcional
577;OTR-577;Private Network - The system requires a “back-end” private network environment in order to ensure that end-user operations (on the front-end) are not impeded by database backups, index propagations, or other large back-end data transfers.;2006 - stewards.pdf;No funcional
578;OTR-578;Backup Software – Data and application backups will be managed through fully supported backup software solutions.;2006 - stewards.pdf;No funcional
579;OTR-579;HTTP and GIS Server Applications – As the Web will be the primary delivery protocol for the application, HTTP and related GIS server applications will be required to support system functionality.;2006 - stewards.pdf;No funcional
580;OTR-580;Web Browsers and Browser Plug-ins – In support of External Interface requirements, commonly supported web browsers will be used to implement a thin-client architecture. The use of Browser plug-ins will be judiciously restricted on an as-needed basis.;2006 - stewards.pdf;No funcional
581;OTR-581;Email Services– As a secondary delivery protocol for alerts, data, and other information from the system, email server applications will be required to support system functionality.;2006 - stewards.pdf;No funcional
582;OTR-582;Relational Database Management System - As the primary data storage mechanism for the corporate standard relational database management system, Microsoft SQL Server will be required to support system functionality.;2006 - stewards.pdf;No funcional
583;OTR-583;The system will make data available in standardized data formats such as tab-delimited text for use on users’ client systems including local installations of ARC GIS software or other off-line software applications.;2006 - stewards.pdf;No funcional
584;OTR-584;Response time: The data system shall show no visible deterioration in response time as the number of persons increases. Response times seen by end users for querying metadata should be on the order of a few seconds or less. Response times seen by end users for retrieving the actual images may take much longer, anywhere from a few minutes to several hours. If the user requests a large image with a short response time, it is acceptable for the ARS data system to advise the user that the target response time cannot be met. In that case, the person would be referred to an alternate method of getting the data;2006 - stewards.pdf;No funcional
585;OTR-585;Loading speed: The data system shall load as quickly as comparable productivity tools on whatever environment it is running in;2006 - stewards.pdf;No funcional
586;OTR-586;Data on the server should be protected from power loss but data in transit from server to requester could be lost. Given that these data will also remain on the watershed site system, rather than expend resources to prevent this loss, such failures will be monitored and the uploading process will be repeated.;2006 - stewards.pdf;No funcional
587;OTR-587;STEWARDS will follow industry best practices for authentication, using single-sign-on systems like Microsoft Active Directory to perform authentication. Authentication addresses security requirements to ensure those using system are who they say they are. This is of greatest concern when data are being changed or updated. This is primarily done through userids and passwords;2006 - stewards.pdf;No funcional
588;OTR-588;Any data that should be viewed by a restricted audience must be protected with appropriate security features.;2006 - stewards.pdf;No funcional
589;OTR-589;The integrity of STEWARDS data will be critical to its success as a product. Scientific research and publications will be based on the data obtained through the system. Therefore, extensive data validation and review will be performed both before data are uploaded to the system and as part of the upload process. The system will need policy and procedures protecting the data from intentional or unintentional modifications, and to ensure accurate data are made available.;2006 - stewards.pdf;No funcional
590;OTR-590;The fourth consideration for security requirements is availability. The system must be available to the intended audience 24 hours per day, 7 days a week with, 99% availability and a tolerance of -5% (not less than 50% of working hours in any week). For this system, availability will be concerned with the reliability of the software and network components. Intentional “denial of service attacks” is not foreseen as a significant concern.;2006 - stewards.pdf;No funcional
591;OTR-591;Ability for the user to send, receive, and delete e-mail and attachments.;2009 - email.pdf;Funcional
592;OTR-592;Ability for the user to reply to e-mail and attachments.;2009 - email.pdf;Funcional
593;OTR-593;Ability for the user to forward e-mail and attachments.;2009 - email.pdf;Funcional
594;OTR-594;Ability for the user to print e-mail messages.;2009 - email.pdf;Funcional
595;OTR-595;Ability for the user to customize e-mail messages with word processor like features for formatting of e-mail content.;2009 - email.pdf;Funcional
596;OTR-596;Ability for the user to establish rules (auto reply, out of office reply, temporary transfer to another party, move files to inbox folders).;2009 - email.pdf;Funcional
597;OTR-597;Ability for the user to spell check.;2009 - email.pdf;Funcional
598;OTR-598;Ability for the user to organize content into personal folders or similar storage mechanism to aid with e-mail retrieval.;2009 - email.pdf;Funcional
599;OTR-599;Ability for the agency admin to migrate existing public folders into the statewide e-mail system;2009 - email.pdf;Funcional
600;OTR-600;Ability for the agency admin to create and manage public folders or similar storage mechanism to aid with the collection, organization, and sharing of information with other people in their individual agency or organization.;2009 - email.pdf;Funcional
601;OTR-601;Ability for the user to create contact lists, including those imported from other sources.;2009 - email.pdf;Funcional
602;OTR-602;Ability for the user to export contact lists.;2009 - email.pdf;Funcional
603;OTR-603;Ability for the user to share contact lists / address book.;2009 - email.pdf;Funcional
604;OTR-604;Ability for the agency admin to create and share distribution lists;2009 - email.pdf;Funcional
605;OTR-605;Ability for the user to create calendars and customize calendar views.;2009 - email.pdf;Funcional
606;OTR-606;Ability for the user to schedule resources such as conference rooms, teleconference rooms, etc.;2009 - email.pdf;Funcional
607;OTR-607;Ability for the user to create reminders and tasks.;2009 - email.pdf;Funcional
608;OTR-608;Ability for the agency admin to accommodate programmer testing of e-mail functionality embedded in software applications.;2009 - email.pdf;Funcional
609;OTR-609;Ability for the user to share inbox, calendar, and files with users, given permission.;2009 - email.pdf;Funcional
610;OTR-610;Ability for the user to delegate their permissions to another user.;2009 - email.pdf;Funcional
611;OTR-611;Ability for the user to embed links to files and websites in e-mails;2009 - email.pdf;Funcional
612;OTR-612;Ability for the agency admin to provision e-mail accounts for their individual agency or organization (including the ability to integrate e-mail account provisioning with LDAP-like directory services).;2009 - email.pdf;Funcional
613;OTR-613;Ability for the user to search for e-mails based on age, size, sender, recipient, subject, key word, attachment content.;2009 - email.pdf;Funcional
614;OTR-614;Ability for the agency admin to auto-enforce standard conventions for creating accounts and distribution lists.;2009 - email.pdf;Funcional
615;OTR-615;Ability for the data center admin to control message size limits for e-mail (inbound and outbound).;2009 - email.pdf;Funcional
616;OTR-616;Ability for the agency admin to create generic email accounts/addresses to be accessed by multiple users.;2009 - email.pdf;Funcional
617;OTR-617;Ability for the user to customize their view in the client application (such as adding fields, arranging fields, and ordering emails by fields).;2009 - email.pdf;Funcional
618;OTR-618;Ability for the user to archive at the desktop.;2009 - email.pdf;Funcional
619;OTR-619;Ability for the agency admin to provide a server based archiving solution.;2009 - email.pdf;Funcional
620;OTR-620;Ability for the agency admin to archive at various regularly defined intervals.;2009 - email.pdf;Funcional
621;OTR-621;Ability for the agency admin to search archive and forward, print and restore in bulk items from archive.;2009 - email.pdf;Funcional
622;OTR-622;Ability for the agency admin to filter archive by sender, recipient, date, subject, content, attachments, keyword, etc.;2009 - email.pdf;Funcional
623;OTR-623;Ability for the agency admin to provide long term retention separate from active e-mail system.;2009 - email.pdf;Funcional
624;OTR-624;Ability for the agency admin to provide individual users the ability to search their portion of the archive repository.;2009 - email.pdf;Funcional
625;OTR-625;Ability for the agency admin to satisfy legal requests for e-mail discovery and provide printed or digital results.;2009 - email.pdf;Funcional
626;OTR-626;Ability for the agency admin to capture all sent and received emails into the organization.;2009 - email.pdf;Funcional
627;OTR-627;Ability for the agency admin to select the e-mail retention period for a specific e-mail (e.g. 1 year, 3 year, or 5 year);2009 - email.pdf;Funcional
628;OTR-628;"Ability for the agency admin to search the e-mail ""header"" including Date: From, Subject, To, and CC.";2009 - email.pdf;Funcional
629;OTR-629;"Ability for the agency admin to search the ""body"" of the e-mail including the header and all text contained within the e-mail itself.";2009 - email.pdf;Funcional
630;OTR-630;"Ability for the agency admin to perform a ""full text"" search including the header, body and any attachments to the e-mail.";2009 - email.pdf;Funcional
631;OTR-631;Ability for the agency admin to move older data to tiered storage (lower cost storage) while maintaining accessibility;2009 - email.pdf;No funcional
632;OTR-632;Ability for the agency admin to import data from other sources such as PST, NSF files into archiving solution.;2009 - email.pdf;Funcional
633;OTR-633;Ability for the agency admin to put discovery search results on legal hold to suspend deletion.;2009 - email.pdf;Funcional
634;OTR-634;Ability for the agency admin to search using Boolean fields.;2009 - email.pdf;Funcional
635;OTR-635;Ability for the agency admin to archive based on policy (i.e. e-mail address,  group, organization, etc.);2009 - email.pdf;Funcional
636;OTR-636;Ability for the user to flag individual e-mails to not be archived.;2009 - email.pdf;Funcional
637;OTR-637;Ability for the data center admin to recover all messages.;2009 - email.pdf;No funcional
638;OTR-638;Ability for the data center admin to restore previous backup without service interruption.;2009 - email.pdf;No funcional
639;OTR-639;The system shall provide pre-emptive e-mail virus protection (scanning prior to delivery at the mail server).;2009 - email.pdf;No funcional
640;OTR-640;Ability for the data center admin to provide pre-emptive e-mail content filtering.;2009 - email.pdf;Funcional
641;OTR-641;Ability for the data center admin to whitelist/blacklist senders by domain or IP address.;2009 - email.pdf;Funcional
642;OTR-642;Ability for the data center admin to block or allow e-mail based on multiple message attributes.;2009 - email.pdf;Funcional
643;OTR-643;The system shall provide message hygiene reports;2009 - email.pdf;Funcional
644;OTR-644;"The system shall permit  the user to establish TLS encryption with other businesses or customers.";2009 - email.pdf;No funcional
645;OTR-645;"The system shall protect internal e-mail customer identity.";2009 - email.pdf;Funcional
646;OTR-646;Ability for the user to access e-mail with Blackberry services using BlackBerry device.;2009 - email.pdf;No funcional
647;OTR-647;Ability for the user to access e-mail with non-Blackberry mobile data devices (iPhones, Treos, Pres. Etc.).;2009 - email.pdf;No funcional
648;OTR-648;Ability for the user to access mailbox and components via a web browser over a secure (encrypted) connection.;2009 - email.pdf;No funcional
649;OTR-649;Ability for the user to access an SMTP bridgehead for agency applications.;2009 - email.pdf;No funcional
650;OTR-650;Ability for the user to integrate agency applications into the e-mail and mobile messaging environments.;2009 - email.pdf;Funcional
651;OTR-651;GOG initialisation Module should be able to read information of the input sources. Options are to use the Universe Model or a provided user sources;2009 - gaia.pdf;Funcional
652;OTR-652;The GOG catalogue module must include information on the universe model;2009 - gaia.pdf;Funcional
653;OTR-653;GOG initialisation module must include information on the instrument model: • The selected scanning law • Dead time. • Noise models (including detection noise);2009 - gaia.pdf;Funcional
654;OTR-654;The GOG catalogue module must include information on the reduction model: • Instrument effects substraction node bias substraction noises PPE residuals noise • Scientific content extraction noise substraction of close sources second FoV contamination noise backgound substraction.;2009 - gaia.pdf;Funcional
655;OTR-655;GOG initialisation module will define the output specification output parameters (spectrum RPBP/RVS, astrometry, Vr, physical parameters and flags) epoch and/or combined number of epochs;2009 - gaia.pdf;Funcional
656;OTR-656;The epoch parameters module  shall determine for epoch data the astrometric parameter (with instrumental and reduction errors): transit times and field angles in each CCD mean transit time and field angle for the transit.Gate activation and signal loss due to window cutoff must be taken into account.;2009 - gaia.pdf;Funcional
657;OTR-657;The epoch parameters module  shall determine the epoch data photometry (with instrumental and reduction errors): G mag (for each CCD and average for the transit), GRP, GBP, GRVS . Gate activation and signal loss due to window cutoff must be taken into account.;2009 - gaia.pdf;Funcional
658;OTR-658;The epoch parameters module  shall determine the epoch radial velocity (with instrumental and reduction errors);2009 - gaia.pdf;Funcional
659;OTR-659;The epoch parameters module  shall determine the epoch flags;2009 - gaia.pdf;Funcional
660;OTR-660;The epoch parameters module  shall determine the epoch physical parameters;2009 - gaia.pdf;Funcional
661;OTR-661;Compute the astrometric combined data using all previous transits;2009 - gaia.pdf;Funcional
662;OTR-662;Compute parallax and proper motion errors;2009 - gaia.pdf;Funcional
663;OTR-663;Determine de covariance matrix;2009 - gaia.pdf;Funcional
664;OTR-664;Determine estimated errors for the astrometric parameters at the mean epoch;2009 - gaia.pdf;Funcional
665;OTR-665;Determine the combined data photometry;2009 - gaia.pdf;Funcional
666;OTR-666;Determine the mean radial velocity;2009 - gaia.pdf;Funcional
667;OTR-667;Determine the final flags;2009 - gaia.pdf;Funcional
668;OTR-668;Determine the mean physical parameters;2009 - gaia.pdf;Funcional
669;OTR-669;"The spectrum simulation module Noise sould take consideration on: • Flux noise (Poisson noise, total detection noise,...) • CCD combination noise for (RVS) • Wavelength calibration • Multi-transit combination noise (only for combined data)should be added";2009 - gaia.pdf;Funcional
670;OTR-670;The universe catalog output data of the simulation has to follow the universe model ICD document;2009 - gaia.pdf;Funcional
671;OTR-671;GOG output should be driven by the MDB data model.The output will be used to distribute extracts to the DPC’s;2009 - gaia.pdf;Funcional
672;OTR-672;GOG will be fully integrated in the Gaia Simulator project. That is, it will use as other the other simulators the Gaia Simu library and the Gaia Tools library.;2009 - gaia.pdf;No funcional
673;OTR-673;For source generation GOG has 2 main options available: Universe Model from GaiaSimu or a Object Input Catalogue;2009 - gaia.pdf;Funcional
674;OTR-674;GOG has a source by source processing mechanism;2009 - gaia.pdf;No funcional
675;OTR-675;GOG must consider noise effects. For noise generation those effects should be userselectable (they can be added or not and the values should be given by users).We classify noises in two groups: 1. Instrumental noises: noises that come from observation process such as:on board detection and tracking or observation dead-time 2. reduction noise: noise added to the data when removing instrumental noise;2009 - gaia.pdf;Funcional
676;OTR-676;GOG must give the same result for identical input configuration parameters;2009 - gaia.pdf;Funcional
677;OTR-677;GOG must provide a way to be run from a command line or a shell script.;2009 - gaia.pdf;No funcional
678;OTR-678;GOG should be able to run in a cluster or grid environtments;2009 - gaia.pdf;No funcional
679;OTR-679;GOG is built as a standalone java aplication that could be invoked from a command line and deployed as a jar file;2009 - gaia.pdf;No funcional
680;OTR-680;GOG is designed to run on either in a single thread mode on grid environments.;2009 - gaia.pdf;No funcional
681;OTR-681;GOG runs on LINUX , UNIX and MAC computers (minimum).GOG results are platform independent;2009 - gaia.pdf;No funcional
682;OTR-682;GOG will have to generate data of a considerable amount of astrosources whose number could be a significant part of the expected final catalogue (20%).;2009 - gaia.pdf;Funcional
683;OTR-683;GOG must be able to process one complete source processing on 2 CPU seconds.;2009 - gaia.pdf;No funcional
684;OTR-684;AgentMom shall support the ability to send unicast message;2003 - agentmom.pdf;Funcional
685;OTR-685;AgentMom shall support the ability to receive unicast message;2003 - agentmom.pdf;Funcional
686;OTR-686;Unicast message shall only be received by the specified address.;2003 - agentmom.pdf;Funcional
687;OTR-687;Unicast message shall arrive at the specified address and in order.;2003 - agentmom.pdf;Funcional
688;OTR-688;AgentMom shall support the ability to send multicast message;2003 - agentmom.pdf;Funcional
689;OTR-689;AgentMom shall support the ability to receive multicast message;2003 - agentmom.pdf;Funcional
690;OTR-690;AgentMom shall support the ability to send request to join multicast group.;2003 - agentmom.pdf;Funcional
691;OTR-691;AgentMom shall support the ability to send request to leave multicast group.;2003 - agentmom.pdf;Funcional
692;OTR-692;AgentMom shall not allow receiving multicast message from a group before joining that multicast group;2003 - agentmom.pdf;Funcional
693;OTR-693;AgentMom shall not allow receiving multicast message from a group after leaving that multicast group;2003 - agentmom.pdf;Funcional
694;OTR-694;AgentMom shall support the ability to set time-to-live for multicast message.;2003 - agentmom.pdf;Funcional
695;OTR-695;AgentMom shall support the ability to set multicast address and port for sending and receiving multicast message.;2003 - agentmom.pdf;Funcional
696;OTR-696;AgentMom shall support the ability to receive multicast message from multiple groups.;2003 - agentmom.pdf;Funcional
697;OTR-697;AgentMom shall support the ability to sent broadcast message;2003 - agentmom.pdf;Funcional
698;OTR-698;AgentMom shall support the ability to receive broadcast message.;2003 - agentmom.pdf;Funcional
699;OTR-699;Broadcast message shall be sent to all possible hosts under the same local network;2003 - agentmom.pdf;Funcional
700;OTR-700;AgentMom shall support the ability to encrypt unicast message.;2003 - agentmom.pdf;Funcional
701;OTR-701;AgentMom shall support the ability to decrypt unicast message.;2003 - agentmom.pdf;Funcional
702;OTR-702;AgentMom shall allow an agent to decide whether or not to encrypt a message;2003 - agentmom.pdf;Funcional
703;OTR-703;AgentMom shall automatically decrypt encrypted message.;2003 - agentmom.pdf;Funcional
704;OTR-704;AgentMom shall support the ability to encrypt multicast message.;2003 - agentmom.pdf;Funcional
705;OTR-705;AgentMom shall support the ability to decrypt multicast message;2003 - agentmom.pdf;Funcional
706;OTR-706;AgentMom with shall support the use of the architecture that agent directly controls the conversations.;2003 - agentmom.pdf;Funcional
707;OTR-707;AgentMom shall support the use of the architecture that agent’s components control the conversations.;2003 - agentmom.pdf;Funcional
708;OTR-708;AgentMomAgentMom 1.2;2003 - agentmom.pdf;No funcional
709;OTR-709;The system allows the user to submit jobs.;2001 - libra.doc;Funcional
710;OTR-710;The user or administrator can view details about the job that have been submitted, and the progress of the execution of the job;2001 - libra.doc;Funcional
711;OTR-711;The user and the administrator can cancel a job or under specific circumstances, change a job parameter;2001 - libra.doc;Funcional
712;OTR-712;The Libra scheduler must initialize a job, once it has been accepted by SGE, with information from the scheduler;2001 - libra.doc;Funcional
713;OTR-713;Libra must detemine the possibility of satisfying the user, given his budget and deadline. Hence, the most important inputs are budget, deadline, and execution time, to determine whether the job can be accepted or not. ;2001 - libra.doc;Funcional
714;OTR-714;Libra must decide how the job will be scheduled based on its budget and deadline. It uses the Stride Scheduling Algorithm to enforce resource allocations (CPU cycles) proportional to a user’s budget and deadline. It is performed by Libra once it has decided that a job can be accommodated.;2001 - libra.doc;Funcional
715;OTR-715;The system decides on which node and on which queue the job will be placed for execution. It is done on the basis of the job’s budget, execution time and deadline.;2001 - libra.doc;Funcional
716;OTR-716;The system takes the job and inserts it into the queue on the execution host that the scheduler had previously decided it is to be placed in;2001 - libra.doc;Funcional
717;OTR-717;Every time a job is scheduled for execution on a host,  Libra updates the cluster status. This action is also performed when a job ends and is removed from the cluster.;2001 - libra.doc;Funcional
718;OTR-718;Libra decides how to time-slice between all the jobs currently being executed. These scheduling decisions are made based on the stride-scheduling algorithm.;2001 - libra.doc;Funcional
719;OTR-719;The scheduler will not support job migration for the purpose of decreasing resource fragmentation.;2001 - libra.doc;No funcional
720;OTR-720;There will be a maximum of 1 bug/KLOC;2001 - libra.doc;No funcional
721;OTR-721;In case of system outage, the cluster will be down while the Linux operating system boots up. This will take less than five minutes;2001 - libra.doc;No funcional
722;OTR-722;The Libra scheduler will ensure the privacy of user job status and ensure full control over job execution, so that alteration of scheduling criteria or actual resource allocation is not possible without administrator authority.;2001 - libra.doc;No funcional
723;OTR-723;The maximum response time for the submission of a job will be 1 minute.;2001 - libra.doc;No funcional
724;OTR-724;Libra scheduler will ensure that all jobs are completed with a 10% error allowance;2001 - libra.doc;No funcional
725;OTR-725;All code will be written as specified by the Hungarian Naming Convention;2001 - libra.doc;No funcional
726;OTR-726;All code will be written as required by the GNU General Purpose License.;2001 - libra.doc;No funcional
727;OTR-727;All coding will be done in standard C;2001 - libra.doc;No funcional
728;OTR-728;There will be two user types – the cluster user and the cluster administrator – each of which will have its own corresponding interface.;2001 - libra.doc;Funcional
729;OTR-729;"There will be a different command for each of the following actions: • submit jobs with the associated deadline, cost, and execution time • query the cluster to establish the current cost per unit time for submitting new jobs • monitor the status of submitted jobs • cancel jobs submitted by him • check his credit balance • check his usage history  ";2001 - libra.doc;Funcional
730;OTR-730;The cluster administrator will be able to interact with the system through the Linux command prompt;2001 - libra.doc;No funcional
731;OTR-731;The system must be able to capture and manage files where appropriate.;2007 - puget sound.pdf;Funcional
732;OTR-732;The system must allow for multiple file upload to be configured on a per-page basis;2007 - puget sound.pdf;Funcional
733;OTR-733;The system must be able to capture and organize voice clips that can be used where appropriate.;2007 - puget sound.pdf;Funcional
734;OTR-734;The system must allow students to organize their voice clips into a portfolio.;2007 - puget sound.pdf;Funcional
735;OTR-735;The system must allow students to download their voice clips in a flexible format.;2007 - puget sound.pdf;Funcional
736;OTR-736;The system must store audio clips in a format conducive to speech.;2007 - puget sound.pdf;Funcional
737;OTR-737;Voice clips should be optionally downloadable in a format such as MPEG Audio (mp3) format;2007 - puget sound.pdf;No funcional
738;OTR-738;Voice clips should be stored in a format optimized for speech since this feature is meant to catalog voice recordings. Recordings should only be converted to MPEG Audio (mp3) format;2007 - puget sound.pdf;No funcional
739;OTR-739;The system must allow users to delete recorded clips.;2007 - puget sound.pdf;Funcional
740;OTR-740;The system must be able to display web feeds for all pages of the course management system where elements such as forum posts, assignment postings, announcements, wiki alterations and other blocks of information that an user may view are added.;2007 - puget sound.pdf;Funcional
741;OTR-741;The system must allow web feeds to be turned on or off on a per-page basis.;2007 - puget sound.pdf;Funcional
742;OTR-742;The system must be able to use search functionality as a way to navigate Moodle pages instead of using hierarchical links;2007 - puget sound.pdf;Funcional
743;OTR-743;Users must be able to search through pages in a course.;2007 - puget sound.pdf;Funcional
744;OTR-744;The system must display a search box on every page after a user has logged in;2007 - puget sound.pdf;Funcional
745;OTR-745;The system must allow users in the capacity of course administrator (proffesors) to post grades associated with assignments for a particular actor in the capacity of student.;2007 - puget sound.pdf;Funcional
746;OTR-746;Proffesors should be able to post grades for an assignment based on the ratio of points earned to points possible;2007 - puget sound.pdf;Funcional
747;OTR-747;The proffesor should be able to attach feedback in the form of text or an attachment. Time stamps should be attached to the last time the grade was modified so that actors may examine when particular grades were submitted and how an actor in the role of student has improved or lessened his performance in the course.;2007 - puget sound.pdf;Funcional
748;OTR-748;The system should display grade information such as the grade for each assignment, averages, and overall grade to the student to whom the grades belong.;2007 - puget sound.pdf;Funcional
749;OTR-749;The system should maintain a grade history;2007 - puget sound.pdf;Funcional
750;OTR-750;The system must provide a wiki where students and proffesors can collaboratively create networks of documents.;2007 - puget sound.pdf;Funcional
751;OTR-751;The system must provide a blog engine;2007 - puget sound.pdf;Funcional
752;OTR-752;The system must provide both e-mail and SMS notifications for pages.;2007 - puget sound.pdf;Funcional
753;OTR-753;Students should be able to select in their preferences whether notifications are sent to their mobile telephone (via SMS) or e-mail account;2007 - puget sound.pdf;Funcional
754;OTR-754;The system must be backed up on a configurable schedule. It should be backed up on a nightly basis, with options for weekly, off-site backup when necessary.;2007 - puget sound.pdf;No funcional
755;OTR-755;The system should be available 24 hours a day, 7 days a week.;2007 - puget sound.pdf;No funcional
756;OTR-756;The system should support at least 1000 concurrent users.;2007 - puget sound.pdf;No funcional
757;OTR-757;System administrators must have access to comprehensive, searchable documentation.;2007 - puget sound.pdf;No funcional
758;OTR-758;The product shall plot the data points in a scientifically correct manner;2005 - grid 3D.pdf;Funcional
759;OTR-759;The grid axis should be labelled correctly according to the input from the data file;2005 - grid 3D.pdf;Funcional
760;OTR-760;Data points should be coloured in accordance to the cluster number (contained in the data file);2005 - grid 3D.pdf;Funcional
761;OTR-761;The product should be able to handle up to 2000 data points.;2005 - grid 3D.pdf;No funcional
762;OTR-762;A single click of the mouse over a data point should bring up the name of the data point.;2005 - grid 3D.pdf;Funcional
763;OTR-763;A double-click of the mouse over the data point should cause the application to display all the data point's details.;2005 - grid 3D.pdf;Funcional
764;OTR-764;The product should allow multiple points to clicked so that multiple names can be displayed.;2005 - grid 3D.pdf;Funcional
765;OTR-765;The product should allow the grid to be oriented by the user. Rotation, zoom and move functions should be employed.;2005 - grid 3D.pdf;Funcional
766;OTR-766;The data file should contain a name for the data point;2005 - grid 3D.pdf;Funcional
767;OTR-767;The data file should contain 3 parameters from which the data point is to be plotted;2005 - grid 3D.pdf;Funcional
768;OTR-768;The data file should contain a single parameter to designate the colour of the point. This is the attribute that is to be used as the comparison.;2005 - grid 3D.pdf;Funcional
769;OTR-769;The data file should contain a description for the data point;2005 - grid 3D.pdf;Funcional
770;OTR-770;In order for the grid to reflect the nature of the user's data, the system should allow for the user to specify their own axis;2005 - grid 3D.pdf;Funcional
771;OTR-771;The first row of the data file should contain the column headings.;2005 - grid 3D.pdf;Funcional
772;OTR-772;The points should be large enough to see and select but the points should not be too big, so as to distort the overall pattern of the point spread;2005 - grid 3D.pdf;No funcional
773;OTR-773;The axis should be clearly labelled and easily recognised after the grid has been oriented into a different position.;2005 - grid 3D.pdf;No funcional
774;OTR-774;The application should be coloured so that the screen shots can be printed out clearly (i.e., black on white background).;2005 - grid 3D.pdf;No funcional
775;OTR-775;The program should start within 30 seconds;2005 - grid 3D.pdf;No funcional
776;OTR-776;The interaction with the data points should have a delay of no longer than 2 seconds;2005 - grid 3D.pdf;No funcional
777;OTR-777;The response to a change in the orientation should be fast enough to avoid interrupting the user's flow of thought.;2005 - grid 3D.pdf;No funcional
778;OTR-778;Web Store shall operate with the following internet browsers: Microsoft Internet Explorer version 6 and 7, Netscape Communicator Version 4 and 5.;0000 - gamma j.pdf;No funcional
779;OTR-779;Web Store shall operate on an Intel based system with Slackware Linux 2.6 and Apache Web Server;0000 - gamma j.pdf;No funcional
780;OTR-780;The system shall use SQL based database to store inventory information;0000 - gamma j.pdf;No funcional
781;OTR-781;Customers will be able to create accounts to store their customer profiles, configure contact information, view their purchase history, and confirm orders;0000 - gamma j.pdf;Funcional
782;OTR-782;Customers will be able to register, log in, and log out of their accounts;0000 - gamma j.pdf;Funcional
783;OTR-783;Customer profiles will also include payment information, such as the ability to store credit card information, and address information.;0000 - gamma j.pdf;Funcional
